customer_id,subscription_id,transaction_date,transaction_amount,subscription_status,country,product
CUST_000654,SUB_CUST_000654_202207,2022-10-01,30.22,cancelled,United States,Starter
CUST_000719,SUB_CUST_000719_202211,2022-11-07,26.16,active,United States,Starter
CUST_000697,SUB_CUST_000697_202203,2023-04-01,27.3,active,Germany,Starter
CUST_000896,SUB_CUST_000896_202405,2024-11-01,33.31,active,Canada,Starter
CUST_000116,SUB_CUST_000116_202406,2024-06-25,26.8,active,Australia,Starter
CUST_000683,SUB_CUST_000683_202311,2024-02-01,151.75,cancelled,United Kingdom,Business
CUST_001842,SUB_CUST_001842_202403,2024-04-01,87.72,active,United States,Professional
CUST_000974,SUB_CUST_000974_202403,2024-04-01,26.15,active,Canada,Starter
CUST_000066,SUB_CUST_000066_202304,2023-06-01,90.4,active,United States,Professional
CUST_000519,SUB_CUST_000519_202212,2023-09-01,67.84,active,United Kingdom,Professional
CUST_000893,SUB_CUST_000893_202206,2022-11-01,33.51,cancelled,United Kingdom,Starter
CUST_001085,SUB_CUST_001085_202404,2024-05-01,30.1,active,Canada,Starter
CUST_001983,SUB_CUST_001983_202301,2023-01-14,66.98,cancelled,United States,Professional
CUST_000737,SUB_CUST_000737_202301,2023-05-01,25.02,active,Australia,Starter
CUST_001694,SUB_CUST_001694_202207,2022-10-01,78.15,active,Other,Professional
CUST_001848,SUB_CUST_001848_202404,2024-07-01,74.2,active,Australia,Professional
CUST_000699,SUB_CUST_000699_202306,2023-08-01,84.51,active,United States,Professional
CUST_000742,SUB_CUST_000742_202302,2023-04-01,444.84,active,United States,Enterprise
CUST_000915,SUB_CUST_000915_202406,2024-06-01,93.63,active,Australia,Professional
CUST_001050,SUB_CUST_001050_202402,2024-05-01,69.93,active,Germany,Professional
CUST_001140,SUB_CUST_001140_202204,2023-01-01,32.09,active,United States,Starter
CUST_000060,SUB_CUST_000060_202304,2023-04-07,32.13,active,United States,Starter
CUST_001796,SUB_CUST_001796_202305,2023-10-01,84.78,active,United States,Professional
CUST_001455,SUB_CUST_001455_202207,2024-06-01,31.64,active,Canada,Starter
CUST_001239,SUB_CUST_001239_202406,2024-12-01,73.86,active,United States,Professional
CUST_000843,SUB_CUST_000843_202210,2023-10-01,29.77,active,United States,Starter
CUST_000637,SUB_CUST_000637_202410,2024-10-01,76.72,active,United States,Professional
CUST_000197,SUB_CUST_000197_202206,2023-12-01,26.62,active,United States,Starter
CUST_001040,SUB_CUST_001040_202401,2024-07-01,359.09,active,Canada,Enterprise
CUST_001358,SUB_CUST_001358_202401,2024-09-01,26.86,active,Germany,Starter
CUST_000275,SUB_CUST_000275_202312,2024-04-01,70.7,active,United States,Professional
CUST_001852,SUB_CUST_001852_202302,2023-06-01,141.9,active,United Kingdom,Business
CUST_000287,SUB_CUST_000287_202312,2024-08-01,27.51,active,United States,Starter
CUST_001256,SUB_CUST_001256_202404,2024-10-01,156.58,active,Canada,Business
CUST_000696,SUB_CUST_000696_202302,2023-07-01,408.74,active,United States,Enterprise
CUST_001634,SUB_CUST_001634_202410,2024-11-01,82.44,cancelled,Other,Professional
CUST_001923,SUB_CUST_001923_202303,2023-04-01,89.45,active,United States,Professional
CUST_001306,SUB_CUST_001306_202203,2022-04-01,33.11,cancelled,Germany,Starter
CUST_001656,SUB_CUST_001656_202202,2023-03-01,68.44,active,United Kingdom,Professional
CUST_001876,SUB_CUST_001876_202203,2022-07-01,69.68,active,United States,Professional
CUST_000045,SUB_CUST_000045_202301,2024-08-01,31.86,active,United States,Starter
CUST_001927,SUB_CUST_001927_202311,2024-03-01,90.98,active,United States,Professional
CUST_000197,SUB_CUST_000197_202406,2024-06-01,24.19,active,United States,Starter
CUST_000037,SUB_CUST_000037_202312,2024-11-01,25.46,active,United States,Starter
CUST_001036,SUB_CUST_001036_202206,2023-11-01,24.66,active,Canada,Starter
CUST_001278,SUB_CUST_001278_202211,2024-11-01,25.05,active,United States,Starter
CUST_001084,SUB_CUST_001084_202205,2022-09-01,70.47,active,United States,Professional
CUST_000873,SUB_CUST_000873_202401,2024-03-01,354.51,active,United Kingdom,Enterprise
CUST_001009,SUB_CUST_001009_202402,2024-07-01,140.33,active,United States,Business
CUST_000220,SUB_CUST_000220_202306,2023-06-30,131.77,active,France,Business
CUST_001465,SUB_CUST_001465_202309,2023-09-28,84.1,active,Canada,Professional
CUST_000523,SUB_CUST_000523_202301,2024-04-01,410.88,active,United States,Enterprise
CUST_000270,SUB_CUST_000270_202204,2022-06-01,31.68,cancelled,Other,Starter
CUST_001600,SUB_CUST_001600_202405,2024-11-01,68.52,active,Germany,Professional
CUST_001619,SUB_CUST_001619_202403,2024-03-15,24.53,cancelled,United States,Starter
CUST_000286,SUB_CUST_000286_202207,2022-09-01,165.81,active,United States,Business
CUST_000929,SUB_CUST_000929_202309,2023-12-01,30.47,active,United States,Starter
CUST_000248,SUB_CUST_000248_202212,2024-12-01,78.24,active,France,Professional
CUST_000175,SUB_CUST_000175_202305,2023-08-01,27.82,active,Australia,Starter
CUST_001377,SUB_CUST_001377_202210,2022-10-01,32.03,active,Germany,Starter
CUST_001374,SUB_CUST_001374_202306,2024-03-01,25.07,active,France,Starter
CUST_001268,SUB_CUST_001268_202303,2023-09-01,23.78,active,Canada,Starter
CUST_001531,SUB_CUST_001531_202306,2023-06-18,77.93,active,United States,Professional
CUST_001285,SUB_CUST_001285_202212,2024-10-01,130.19,active,United States,Business
CUST_000176,SUB_CUST_000176_202206,2024-12-01,32.46,active,Canada,Starter
CUST_001155,SUB_CUST_001155_202304,2023-11-01,138.54,active,United States,Business
CUST_001960,SUB_CUST_001960_202201,2022-07-01,30.83,active,United States,Starter
CUST_001709,SUB_CUST_001709_202411,2024-11-01,163.02,active,Germany,Business
CUST_000655,SUB_CUST_000655_202312,2024-11-01,145.03,active,United States,Business
CUST_000864,SUB_CUST_000864_202206,2022-08-01,32.28,active,United Kingdom,Starter
CUST_000115,SUB_CUST_000115_202301,2023-11-01,25.67,active,United Kingdom,Starter
CUST_000718,SUB_CUST_000718_202302,2023-06-01,26.6,active,Germany,Starter
CUST_000356,SUB_CUST_000356_202307,2023-09-01,131.72,active,Canada,Business
CUST_001819,SUB_CUST_001819_202212,2023-06-01,80.02,active,United States,Professional
CUST_001886,SUB_CUST_001886_202212,2022-12-01,28.82,active,United States,Starter
CUST_001690,SUB_CUST_001690_202407,2024-07-27,71.19,active,United States,Professional
CUST_001841,SUB_CUST_001841_202202,2024-05-01,78.87,active,United States,Professional
CUST_000875,SUB_CUST_000875_202309,2023-09-01,79.66,active,Canada,Professional
CUST_001429,SUB_CUST_001429_202303,2023-05-01,30.12,active,United States,Starter
CUST_000310,SUB_CUST_000310_202401,2024-01-01,74.7,active,Other,Professional
CUST_000487,SUB_CUST_000487_202311,2024-11-01,31.25,active,Other,Starter
CUST_000094,SUB_CUST_000094_202401,2024-04-01,88.56,active,United Kingdom,Professional
CUST_000658,SUB_CUST_000658_202401,2024-04-01,82.75,active,Canada,Professional
CUST_001839,SUB_CUST_001839_202403,2024-07-01,79.17,cancelled,United States,Professional
CUST_000110,SUB_CUST_000110_202403,2024-03-01,161.44,active,United States,Business
CUST_000229,SUB_CUST_000229_202302,2024-10-01,421.71,active,Germany,Enterprise
CUST_001722,SUB_CUST_001722_202408,2024-10-01,29.15,cancelled,United Kingdom,Starter
CUST_000737,SUB_CUST_000737_202301,2023-04-01,23.98,active,Australia,Starter
CUST_001079,SUB_CUST_001079_202307,2024-08-01,85.01,active,United States,Professional
CUST_000508,SUB_CUST_000508_202204,2023-11-01,28.76,active,United States,Starter
CUST_001381,SUB_CUST_001381_202302,2024-03-01,28.93,cancelled,United Kingdom,Starter
CUST_001032,SUB_CUST_001032_202310,2024-06-01,86.24,active,Canada,Professional
CUST_001342,SUB_CUST_001342_202402,2024-03-01,26.41,active,United States,Starter
CUST_001101,SUB_CUST_001101_202308,2023-09-01,26.25,active,Canada,Starter
CUST_000373,SUB_CUST_000373_202308,2023-12-01,67.31,active,United States,Professional
CUST_001253,SUB_CUST_001253_202404,2024-12-01,30.88,active,United States,Starter
CUST_000523,SUB_CUST_000523_202301,2024-01-01,444.2,active,United States,Enterprise
CUST_001209,SUB_CUST_001209_202402,2024-11-01,87.61,active,United States,Professional
CUST_000714,SUB_CUST_000714_202307,2023-07-01,154.73,active,Australia,Business
CUST_000726,SUB_CUST_000726_202302,2023-04-01,81.94,active,United States,Professional
CUST_000368,SUB_CUST_000368_202211,2023-01-01,80.79,active,United Kingdom,Professional
CUST_000962,SUB_CUST_000962_202205,2022-06-01,29.1,cancelled,United States,Starter
CUST_001154,SUB_CUST_001154_202301,2024-05-01,73.95,active,Canada,Professional
CUST_001251,SUB_CUST_001251_202403,2024-05-01,31.77,active,United States,Starter
CUST_000892,SUB_CUST_000892_202309,2024-09-01,68.98,active,Canada,Professional
CUST_000877,SUB_CUST_000877_202311,2024-09-01,72.23,active,United States,Professional
CUST_001642,SUB_CUST_001642_202208,2022-11-01,29.98,active,United States,Starter
CUST_001766,SUB_CUST_001766_202202,2022-05-01,26.43,active,United Kingdom,Starter
CUST_001922,SUB_CUST_001922_202311,2024-03-01,145.98,active,Canada,Business
CUST_001016,SUB_CUST_001016_202307,2024-04-01,151.13,active,United States,Business
CUST_000692,SUB_CUST_000692_202310,2023-10-01,34.7,active,Canada,Starter
CUST_001865,SUB_CUST_001865_202411,2024-12-01,74.48,active,Germany,Professional
CUST_000976,SUB_CUST_000976_202209,2024-10-01,73.35,active,Australia,Professional
CUST_001292,SUB_CUST_001292_202303,2023-07-01,179.34,active,United States,Business
CUST_001031,SUB_CUST_001031_202209,2024-01-01,160.72,active,France,Business
CUST_001393,SUB_CUST_001393_202304,2023-05-01,82.18,active,United States,Professional
CUST_000943,SUB_CUST_000943_202303,2023-06-01,26.43,active,United Kingdom,Starter
CUST_001160,SUB_CUST_001160_202302,2024-01-01,27.16,active,Australia,Starter
CUST_000054,SUB_CUST_000054_202304,2023-09-01,30.59,active,United States,Starter
CUST_001441,SUB_CUST_001441_202302,2023-10-01,23.96,active,Other,Starter
CUST_001639,SUB_CUST_001639_202304,2024-01-01,85.06,active,United States,Professional
CUST_001572,SUB_CUST_001572_202402,2024-03-01,88.76,active,Australia,Professional
CUST_001413,SUB_CUST_001413_202403,2024-09-01,122.54,active,France,Business
CUST_000609,SUB_CUST_000609_202201,2022-02-01,25.59,cancelled,Canada,Starter
CUST_001507,SUB_CUST_001507_202405,2024-08-01,79.56,active,Other,Professional
CUST_001367,SUB_CUST_001367_202302,2024-11-01,28.03,active,United States,Starter
CUST_000805,SUB_CUST_000805_202208,2023-09-01,72.76,active,United States,Professional
CUST_000236,SUB_CUST_000236_202202,2024-07-01,29.86,active,United Kingdom,Starter
CUST_000601,SUB_CUST_000601_202207,2023-06-01,65.56,active,United States,Professional
CUST_001965,SUB_CUST_001965_202308,2023-10-01,151.95,cancelled,United States,Business
CUST_000721,SUB_CUST_000721_202412,2024-12-01,30.0,active,Germany,Starter
CUST_000236,SUB_CUST_000236_202202,2022-07-01,30.43,active,United Kingdom,Starter
CUST_000058,SUB_CUST_000058_202402,2024-02-01,164.42,active,United States,Business
CUST_000561,SUB_CUST_000561_202303,2023-04-01,141.01,cancelled,United States,Business
CUST_000220,SUB_CUST_000220_202306,2024-11-01,130.75,active,France,Business
CUST_000496,SUB_CUST_000496_202411,2024-12-01,80.32,cancelled,United Kingdom,Professional
CUST_000354,SUB_CUST_000354_202209,2024-10-01,78.04,active,United States,Professional
CUST_000755,SUB_CUST_000755_202302,2024-07-01,132.22,cancelled,Canada,Business
CUST_000487,SUB_CUST_000487_202311,2024-08-01,33.38,active,Other,Starter
CUST_000181,SUB_CUST_000181_202303,2023-12-01,74.15,active,United Kingdom,Professional
CUST_001332,SUB_CUST_001332_202405,2024-10-01,27.78,active,Germany,Starter
CUST_000193,SUB_CUST_000193_202312,2023-12-01,161.62,active,France,Business
CUST_000658,SUB_CUST_000658_202401,2024-06-01,86.32,active,Canada,Professional
CUST_002000,SUB_CUST_002000_202401,2024-01-01,177.35,active,United States,Business
CUST_000939,SUB_CUST_000939_202311,2024-12-01,80.32,active,United States,Professional
CUST_000252,SUB_CUST_000252_202407,2024-10-01,157.89,active,United States,Business
CUST_001036,SUB_CUST_001036_202206,2023-03-01,25.19,active,Canada,Starter
CUST_000861,SUB_CUST_000861_202306,2024-01-01,136.35,active,United Kingdom,Business
CUST_000910,SUB_CUST_000910_202212,2022-12-04,67.44,active,United States,Professional
CUST_000425,SUB_CUST_000425_202301,2024-12-01,157.22,active,Canada,Business
CUST_000106,SUB_CUST_000106_202206,2022-09-01,34.2,active,United States,Starter
CUST_000923,SUB_CUST_000923_202311,2024-09-01,27.53,active,Germany,Starter
CUST_000983,SUB_CUST_000983_202405,2024-11-01,435.3,active,United States,Enterprise
CUST_001697,SUB_CUST_001697_202402,2024-10-01,166.51,active,Australia,Business
CUST_000602,SUB_CUST_000602_202308,2023-12-01,29.8,active,United States,Starter
CUST_000459,SUB_CUST_000459_202303,2023-04-01,84.75,active,United States,Professional
CUST_001304,SUB_CUST_001304_202302,2023-11-01,30.05,active,United States,Starter
CUST_001511,SUB_CUST_001511_202307,2024-07-01,83.93,active,Other,Professional
CUST_001995,SUB_CUST_001995_202305,2023-11-01,80.08,active,United States,Professional
CUST_000830,SUB_CUST_000830_202204,2023-08-01,123.88,active,United Kingdom,Business
CUST_001735,SUB_CUST_001735_202403,2024-07-01,26.13,active,United States,Starter
CUST_001549,SUB_CUST_001549_202405,2024-09-01,29.4,active,France,Starter
CUST_000800,SUB_CUST_000800_202306,2024-09-01,29.69,active,United Kingdom,Starter
CUST_001006,SUB_CUST_001006_202209,2024-07-01,29.7,active,United States,Starter
CUST_000956,SUB_CUST_000956_202308,2024-08-01,137.7,active,United Kingdom,Business
CUST_001923,SUB_CUST_001923_202303,2024-06-01,83.98,active,United States,Professional
CUST_001432,SUB_CUST_001432_202306,2024-08-01,27.94,active,France,Starter
CUST_001311,SUB_CUST_001311_202306,2023-08-01,29.26,active,United States,Starter
CUST_000085,SUB_CUST_000085_202404,2024-10-01,34.02,active,United States,Starter
CUST_001199,SUB_CUST_001199_202411,2024-11-16,25.52,active,United States,Starter
CUST_001584,SUB_CUST_001584_202307,2024-10-01,26.3,active,United States,Starter
CUST_001698,SUB_CUST_001698_202405,2024-06-01,91.11,active,United States,Professional
CUST_000498,SUB_CUST_000498_202201,2022-02-01,89.68,active,United States,Professional
CUST_001916,SUB_CUST_001916_202209,2022-09-09,425.38,cancelled,Australia,Enterprise
CUST_001623,SUB_CUST_001623_202211,2023-02-01,81.29,active,United Kingdom,Professional
CUST_000796,SUB_CUST_000796_202209,2023-04-01,30.62,cancelled,United States,Starter
CUST_000676,SUB_CUST_000676_202304,2024-02-01,71.58,active,Australia,Professional
CUST_001019,SUB_CUST_001019_202305,2024-05-01,439.77,active,Other,Enterprise
CUST_000162,SUB_CUST_000162_202307,2023-12-01,84.96,active,United States,Professional
CUST_001794,SUB_CUST_001794_202310,2024-04-01,79.5,active,United States,Professional
CUST_001881,SUB_CUST_001881_202304,2023-04-01,128.97,active,Germany,Business
CUST_001041,SUB_CUST_001041_202211,2022-12-01,149.9,active,United Kingdom,Business
CUST_001558,SUB_CUST_001558_202309,2023-11-01,80.61,active,France,Professional
CUST_000833,SUB_CUST_000833_202205,2023-02-01,73.12,active,United States,Professional
CUST_000349,SUB_CUST_000349_202301,2024-03-01,26.46,active,Canada,Starter
CUST_000598,SUB_CUST_000598_202312,2024-03-01,30.47,active,United States,Starter
CUST_000325,SUB_CUST_000325_202304,2024-05-01,30.68,active,United States,Starter
CUST_000633,SUB_CUST_000633_202402,2024-03-01,28.69,cancelled,Canada,Starter
CUST_000397,SUB_CUST_000397_202309,2024-06-01,71.0,active,United States,Professional
CUST_000722,SUB_CUST_000722_202305,2024-06-01,87.26,active,Other,Professional
CUST_001225,SUB_CUST_001225_202301,2023-06-01,25.9,active,Canada,Starter
CUST_001628,SUB_CUST_001628_202305,2023-06-01,30.28,active,United States,Starter
CUST_001620,SUB_CUST_001620_202311,2023-12-01,89.89,active,Other,Professional
CUST_000712,SUB_CUST_000712_202304,2024-04-01,386.66,active,United Kingdom,Enterprise
CUST_001559,SUB_CUST_001559_202207,2023-08-01,29.95,active,United States,Starter
CUST_000778,SUB_CUST_000778_202305,2023-12-01,29.69,active,United Kingdom,Starter
CUST_001899,SUB_CUST_001899_202309,2023-09-01,31.07,active,United States,Starter
CUST_000193,SUB_CUST_000193_202406,2024-11-01,165.02,active,France,Business
CUST_001087,SUB_CUST_001087_202403,2024-12-01,25.27,active,Australia,Starter
CUST_001595,SUB_CUST_001595_202212,2023-01-01,153.43,active,United States,Business
CUST_000495,SUB_CUST_000495_202307,2024-12-01,85.02,active,United States,Professional
CUST_000655,SUB_CUST_000655_202312,2024-12-01,148.82,active,United States,Business
CUST_000141,SUB_CUST_000141_202304,2023-05-01,25.6,active,United States,Starter
CUST_000646,SUB_CUST_000646_202308,2023-08-01,130.32,active,Australia,Business
CUST_001498,SUB_CUST_001498_202310,2024-04-01,335.75,active,United States,Enterprise
CUST_001159,SUB_CUST_001159_202204,2024-11-01,135.33,active,United States,Business
CUST_000360,SUB_CUST_000360_202212,2023-04-01,140.45,active,Canada,Business
CUST_001227,SUB_CUST_001227_202201,2022-07-01,25.67,active,United Kingdom,Starter
CUST_000130,SUB_CUST_000130_202303,2024-01-01,157.16,active,United States,Business
CUST_001292,SUB_CUST_001292_202303,2024-04-01,179.44,active,United States,Business
CUST_001995,SUB_CUST_001995_202305,2024-08-01,76.77,active,United States,Professional
CUST_000305,SUB_CUST_000305_202306,2023-12-01,139.56,active,United States,Business
CUST_000383,SUB_CUST_000383_202307,2024-09-01,155.96,active,Canada,Business
CUST_001529,SUB_CUST_001529_202302,2023-04-01,29.52,cancelled,Germany,Starter
CUST_001457,SUB_CUST_001457_202405,2024-07-01,24.99,cancelled,United States,Starter
CUST_001837,SUB_CUST_001837_202308,2024-08-01,66.19,cancelled,United States,Professional
CUST_000843,SUB_CUST_000843_202210,2023-12-01,29.74,active,United States,Starter
CUST_001103,SUB_CUST_001103_202409,2024-09-01,25.83,active,United States,Starter
CUST_000490,SUB_CUST_000490_202312,2024-02-01,26.26,active,United States,Starter
CUST_001352,SUB_CUST_001352_202302,2023-11-01,68.85,active,United States,Professional
CUST_001827,SUB_CUST_001827_202302,2024-09-01,24.99,active,Australia,Starter
CUST_001176,SUB_CUST_001176_202311,2024-09-01,26.79,active,Australia,Starter
CUST_000768,SUB_CUST_000768_202209,2023-04-01,26.83,active,United Kingdom,Starter
CUST_001314,SUB_CUST_001314_202408,2024-08-01,162.7,active,Canada,Business
CUST_000700,SUB_CUST_000700_202206,2022-09-01,27.29,active,United Kingdom,Starter
CUST_001719,SUB_CUST_001719_202307,2023-11-01,81.01,active,United States,Professional
CUST_000555,SUB_CUST_000555_202305,2024-10-01,131.63,active,Germany,Business
CUST_001278,SUB_CUST_001278_202211,2023-10-01,24.98,active,United States,Starter
CUST_001990,SUB_CUST_001990_202306,2023-09-01,144.02,active,United States,Business
CUST_000311,SUB_CUST_000311_202403,2024-04-01,70.07,active,Canada,Professional
CUST_000494,SUB_CUST_000494_202305,2023-06-01,30.83,cancelled,United Kingdom,Starter
CUST_000298,SUB_CUST_000298_202205,2022-08-01,167.1,active,Canada,Business
CUST_001261,SUB_CUST_001261_202209,2023-04-01,30.22,active,United States,Starter
CUST_001084,SUB_CUST_001084_202205,2023-02-01,71.61,active,United States,Professional
CUST_001060,SUB_CUST_001060_202305,2024-10-01,141.88,active,United Kingdom,Business
CUST_001347,SUB_CUST_001347_202306,2023-06-15,70.73,active,Canada,Professional
CUST_001612,SUB_CUST_001612_202407,2024-08-01,427.18,cancelled,United Kingdom,Enterprise
CUST_000443,SUB_CUST_000443_202406,2024-06-01,33.21,active,United States,Starter
CUST_001263,SUB_CUST_001263_202303,2024-07-01,32.68,active,France,Starter
CUST_000031,SUB_CUST_000031_202310,2023-12-01,32.63,active,France,Starter
CUST_001402,SUB_CUST_001402_202211,2023-10-01,71.4,active,United States,Professional
CUST_001962,SUB_CUST_001962_202209,2022-12-01,32.53,active,United States,Starter
CUST_000422,SUB_CUST_000422_202405,2024-05-01,69.92,active,United Kingdom,Professional
CUST_000995,SUB_CUST_000995_202407,2024-08-01,91.01,active,United States,Professional
CUST_000256,SUB_CUST_000256_202201,2022-06-01,24.65,cancelled,United Kingdom,Starter
CUST_001973,SUB_CUST_001973_202305,2023-09-01,30.4,active,Germany,Starter
CUST_000282,SUB_CUST_000282_202404,2024-07-01,154.79,active,United States,Business
CUST_000511,SUB_CUST_000511_202208,2022-08-15,31.47,active,United States,Starter
CUST_000822,SUB_CUST_000822_202405,2024-05-01,24.54,active,United States,Starter
CUST_001934,SUB_CUST_001934_202405,2024-07-01,135.45,active,United Kingdom,Business
CUST_000792,SUB_CUST_000792_202402,2024-03-01,28.07,active,United States,Starter
CUST_000293,SUB_CUST_000293_202206,2022-07-01,67.07,active,Canada,Professional
CUST_000546,SUB_CUST_000546_202312,2024-03-01,393.48,active,United States,Enterprise
CUST_000856,SUB_CUST_000856_202308,2023-08-01,445.98,active,United States,Enterprise
CUST_000219,SUB_CUST_000219_202208,2024-05-01,29.68,active,United States,Starter
CUST_000032,SUB_CUST_000032_202209,2023-03-01,169.99,cancelled,United States,Business
CUST_000805,SUB_CUST_000805_202208,2024-06-01,78.25,active,United States,Professional
CUST_000454,SUB_CUST_000454_202405,2024-10-01,69.16,cancelled,United States,Professional
CUST_000576,SUB_CUST_000576_202312,2024-02-01,82.5,cancelled,United States,Professional
CUST_000875,SUB_CUST_000875_202306,2023-07-01,76.81,active,Canada,Professional
CUST_000500,SUB_CUST_000500_202404,2024-06-01,86.27,cancelled,United Kingdom,Professional
CUST_000343,SUB_CUST_000343_202305,2023-08-01,27.42,active,United States,Starter
CUST_000737,SUB_CUST_000737_202301,2023-06-01,24.94,active,Australia,Starter
CUST_000094,SUB_CUST_000094_202401,2024-03-01,90.42,active,United Kingdom,Professional
CUST_000065,SUB_CUST_000065_202205,2022-06-01,77.16,cancelled,United States,Professional
CUST_000577,SUB_CUST_000577_202311,2024-06-01,466.39,active,United Kingdom,Enterprise
CUST_001720,SUB_CUST_001720_202402,2024-02-12,84.6,active,France,Professional
CUST_000818,SUB_CUST_000818_202306,2024-09-01,396.09,active,United States,Enterprise
CUST_000498,SUB_CUST_000498_202201,2024-03-01,89.34,active,United States,Professional
CUST_000438,SUB_CUST_000438_202301,2024-03-01,27.05,active,United States,Starter
CUST_000332,SUB_CUST_000332_202208,2022-09-01,29.23,active,United States,Starter
CUST_000755,SUB_CUST_000755_202205,2022-05-07,136.97,active,Canada,Business
CUST_001241,SUB_CUST_001241_202208,2023-02-01,28.28,active,United States,Starter
CUST_000294,SUB_CUST_000294_202402,2024-02-01,163.8,active,Canada,Business
CUST_001043,SUB_CUST_001043_202401,2024-02-01,89.21,active,United Kingdom,Professional
CUST_000633,SUB_CUST_000633_202207,2022-07-04,26.64,active,Canada,Starter
CUST_000870,SUB_CUST_000870_202407,2024-07-01,32.56,active,Canada,Starter
CUST_000195,SUB_CUST_000195_202204,2022-08-01,30.46,active,United States,Starter
CUST_000369,SUB_CUST_000369_202408,2024-10-01,67.54,active,United States,Professional
CUST_001872,SUB_CUST_001872_202401,2024-02-01,28.7,active,United States,Starter
CUST_000269,SUB_CUST_000269_202305,2023-10-01,32.78,active,United States,Starter
CUST_000154,SUB_CUST_000154_202302,2023-04-01,335.1,active,United States,Enterprise
CUST_000291,SUB_CUST_000291_202307,2023-07-29,72.67,active,United States,Professional
CUST_001955,SUB_CUST_001955_202309,2024-09-01,154.53,active,United States,Business
CUST_001034,SUB_CUST_001034_202209,2024-09-01,32.64,active,United States,Starter
CUST_001184,SUB_CUST_001184_202307,2023-09-01,137.63,active,United States,Business
CUST_000206,SUB_CUST_000206_202211,2023-01-01,84.81,cancelled,United Kingdom,Professional
CUST_000548,SUB_CUST_000548_202311,2024-09-01,33.38,active,Australia,Starter
CUST_001639,SUB_CUST_001639_202304,2024-12-01,85.62,active,United States,Professional
CUST_001755,SUB_CUST_001755_202403,2024-09-01,376.82,cancelled,United States,Enterprise
CUST_001906,SUB_CUST_001906_202302,2023-02-27,67.67,active,Canada,Professional
CUST_000801,SUB_CUST_000801_202307,2023-07-01,25.78,active,Other,Starter
CUST_001994,SUB_CUST_001994_202405,2024-09-01,28.12,active,United States,Starter
CUST_000335,SUB_CUST_000335_202304,2024-08-01,76.55,active,Australia,Professional
CUST_000548,SUB_CUST_000548_202311,2024-08-01,32.28,active,Australia,Starter
CUST_001110,SUB_CUST_001110_202206,2022-07-01,71.92,cancelled,Australia,Professional
CUST_000495,SUB_CUST_000495_202307,2023-07-03,91.68,active,United States,Professional
CUST_001365,SUB_CUST_001365_202302,2023-07-01,162.23,active,United States,Business
CUST_000570,SUB_CUST_000570_202211,2023-09-01,85.17,active,United States,Professional
CUST_001239,SUB_CUST_001239_202210,2022-11-01,74.82,cancelled,United States,Professional
CUST_001267,SUB_CUST_001267_202304,2023-07-01,169.57,active,France,Business
CUST_001713,SUB_CUST_001713_202405,2024-05-01,27.19,active,Germany,Starter
CUST_000552,SUB_CUST_000552_202207,2024-10-01,26.03,active,United Kingdom,Starter
CUST_000270,SUB_CUST_000270_202303,2023-06-01,30.71,active,Other,Starter
CUST_001857,SUB_CUST_001857_202207,2022-09-01,82.02,active,Canada,Professional
CUST_001766,SUB_CUST_001766_202202,2023-09-01,26.66,active,United Kingdom,Starter
CUST_000280,SUB_CUST_000280_202304,2023-07-01,160.03,active,Other,Business
CUST_001970,SUB_CUST_001970_202306,2023-11-01,32.86,cancelled,United Kingdom,Starter
CUST_001830,SUB_CUST_001830_202301,2023-07-01,31.55,cancelled,United States,Starter
CUST_000493,SUB_CUST_000493_202407,2024-08-01,67.18,cancelled,United States,Professional
CUST_001212,SUB_CUST_001212_202410,2024-12-01,32.13,active,United Kingdom,Starter
CUST_001428,SUB_CUST_001428_202212,2023-05-01,24.85,active,United States,Starter
CUST_000779,SUB_CUST_000779_202405,2024-05-01,25.6,active,United Kingdom,Starter
CUST_000723,SUB_CUST_000723_202404,2024-08-01,85.5,active,United States,Professional
CUST_000484,SUB_CUST_000484_202205,2024-10-01,75.17,active,Canada,Professional
CUST_000018,SUB_CUST_000018_202307,2023-09-01,92.21,active,Australia,Professional
CUST_001375,SUB_CUST_001375_202401,2024-02-01,27.79,active,United Kingdom,Starter
CUST_001386,SUB_CUST_001386_202409,2024-10-01,29.21,active,United States,Starter
CUST_000689,SUB_CUST_000689_202304,2023-07-01,28.36,active,France,Starter
CUST_000203,SUB_CUST_000203_202405,2024-08-01,71.99,active,United States,Professional
CUST_001080,SUB_CUST_001080_202208,2022-11-01,26.31,active,United Kingdom,Starter
CUST_000605,SUB_CUST_000605_202207,2022-07-01,128.08,active,United States,Business
CUST_001603,SUB_CUST_001603_202305,2024-12-01,27.29,active,United States,Starter
CUST_001220,SUB_CUST_001220_202206,2022-07-01,93.14,active,Canada,Professional
CUST_000049,SUB_CUST_000049_202404,2024-07-01,28.27,cancelled,Australia,Starter
CUST_000968,SUB_CUST_000968_202305,2023-07-01,167.03,active,United States,Business
CUST_000959,SUB_CUST_000959_202308,2023-09-01,26.59,cancelled,United States,Starter
CUST_000976,SUB_CUST_000976_202209,2023-10-01,74.63,active,Australia,Professional
CUST_000605,SUB_CUST_000605_202203,2022-03-25,133.84,cancelled,United States,Business
CUST_001235,SUB_CUST_001235_202403,2024-11-01,31.84,active,United States,Starter
CUST_000786,SUB_CUST_000786_202306,2024-09-01,144.4,active,United States,Business
